time,memory_used_mb,gpu_utilization
1784314161.8440769,6508.4375,92.0
1784314162.1038048,6508.4375,92.0
1784314162.3541183,6508.3125,78.0
1784314162.605254,6508.3125,78.0
1784314162.8651752,6508.6875,60.0
1784314163.1163433,6508.6875,60.0
1784314163.3752587,6508.6875,91.0
1784314163.6307847,6508.6875,91.0
1784314163.8850012,6508.6875,95.0
1784314164.1429641,6508.6875,95.0
1784314164.40811,6508.6875,70.0
1784314164.6661544,6508.5,70.0
1784314164.9259052,6508.5,92.0
1784314165.1854787,6508.5,71.0
1784314165.4378772,6508.5,71.0
1784314165.6885579,6508.625,82.0
1784314165.9483736,6508.375,82.0
1784314166.2000957,6508.375,96.0
1784314166.4550302,6508.375,96.0
1784314166.7150772,6508.375,72.0
1784314166.9801047,6508.3125,72.0
1784314167.2329144,6508.625,92.0
1784314167.4832175,6508.625,92.0
1784314167.7429268,6508.625,94.0
1784314167.9996471,6508.625,94.0
1784314168.2592018,6508.625,77.0
1784314168.518827,6508.625,77.0
1784314168.7711923,6508.625,93.0
1784314169.021834,6508.625,93.0
1784314169.2803125,6508.5,76.0
1784314169.5330706,6508.5,76.0
1784314169.7832868,6508.5,82.0
1784314170.0350864,6508.25,82.0
1784314170.2859228,6508.25,93.0
1784314170.542965,6508.25,93.0
1784314170.7942274,6508.5,77.0
1784314171.0591178,6508.625,77.0
1784314171.3163097,6508.75,93.0
1784314171.5720139,6508.75,93.0
1784314171.8311682,6508.875,96.0
1784314172.082905,6508.875,96.0
1784314172.3439238,6508.875,76.0
1784314172.598883,6508.875,76.0
1784314172.8572526,6508.875,93.0
1784314173.109138,6508.5,93.0
1784314173.3650746,6508.5,75.0
1784314173.6197634,6508.5,75.0
1784314173.8819497,6508.5,92.0
1784314174.1426651,6508.125,92.0
1784314174.3935022,6508.125,73.0
1784314174.6448874,6508.125,73.0
1784314174.8981655,6508.5,94.0
1784314175.1629717,6508.5,94.0
1784314175.4264076,6508.5,80.0
1784314175.6811094,6508.625,80.0
1784314175.9382868,6508.625,72.0
1784314176.1988754,6508.625,95.0
1784314176.4550197,6508.625,95.0
1784314176.7141623,6508.625,75.0
1784314176.966669,6508.625,75.0
1784314177.2208002,6508.625,96.0
1784314177.4772992,6508.625,96.0
1784314177.7274919,6508.625,63.0
1784314177.9845045,6508.3125,63.0
1784314178.2368996,6508.3125,93.0
1784314178.488252,6508.3125,93.0
1784314178.752893,6508.3125,73.0
1784314179.0082402,6508.1875,73.0
1784314179.2609122,6508.3125,94.0
1784314179.5161774,6508.3125,94.0
1784314179.7706983,6508.3125,86.0
1784314180.0260484,6508.3125,86.0
1784314180.287331,6508.3125,76.0
1784314180.538437,6508.3125,76.0
1784314180.7980351,6508.3125,95.0
1784314181.0481453,6508.3125,95.0
1784314181.298751,6508.3125,78.0
1784314181.5550272,6508.3125,78.0
1784314181.8052495,6508.3125,94.0
1784314182.0592492,6508.1875,94.0
1784314182.3105814,6508.1875,76.0
1784314182.5635078,6508.1875,76.0
1784314182.8206232,6508.3125,94.0
1784314183.0738611,6508.3125,94.0
1784314183.3256373,6508.3125,75.0
1784314183.5805516,6508.3125,75.0
1784314183.833631,6508.3125,70.0
1784314184.103519,6508.3125,70.0
1784314184.3619168,6507.5625,91.0
1784314184.6124384,6507.5625,91.0
1784314184.8647206,6507.5625,71.0
1784314185.125838,6507.5625,71.0
1784314185.3865316,6507.5625,93.0
1784314185.6375124,6508.25,93.0
1784314185.8981643,6508.25,64.0
1784314186.1529887,6508.25,64.0
1784314186.403524,6508.25,89.0
1784314186.6557107,6508.5,89.0
1784314186.9088154,6508.5,94.0
1784314187.1662185,6508.5,94.0
1784314187.4220846,6508.5,68.0
1784314187.6853461,6508.5,68.0
1784314187.9384394,6508.5625,93.0
1784314188.2038345,6508.5625,96.0
1784314188.465509,6508.5625,96.0
1784314188.7304296,6508.5625,73.0
1784314188.9827824,6508.5625,73.0
1784314189.237536,6508.5625,91.0
1784314189.4926167,6508.1875,91.0
1784314189.7495017,6508.3125,70.0
1784314190.001699,6508.375,70.0
1784314190.2549632,6508.25,77.0
1784314190.505686,6508.25,77.0
1784314190.7591977,6508.25,92.0
1784314191.0120506,6508.375,92.0
1784314191.2757318,6508.375,72.0
1784314191.5376623,6508.375,72.0
1784314191.798101,6508.625,74.0
1784314192.0488827,6508.625,74.0
1784314192.308303,6508.625,95.0
1784314192.5604641,6508.625,95.0
1784314192.816112,6508.625,75.0
1784314193.0735233,6508.625,75.0
1784314193.33206,6508.625,93.0
1784314193.5939653,6508.625,93.0
1784314193.849456,6508.625,67.0
1784314194.1069665,6508.625,67.0
1784314194.368896,6508.625,94.0
1784314194.6204412,6508.625,94.0
1784314194.8746386,6508.625,94.0
1784314195.137471,6508.625,94.0
1784314195.389778,6508.25,74.0
1784314195.642672,6508.25,74.0
1784314195.903882,6508.25,90.0
1784314196.1592565,6508.25,90.0
1784314196.420135,6508.25,92.0
1784314196.6801858,6508.375,92.0
1784314196.9306653,6508.375,73.0
1784314197.1973372,6508.375,75.0
1784314197.4493883,6508.375,75.0
1784314197.704782,6508.375,89.0
1784314197.9634297,6508.375,89.0
1784314198.2139878,6508.375,71.0
1784314198.471637,6508.25,71.0
1784314198.731196,6508.25,92.0
1784314198.9859123,6508.375,92.0
1784314199.240793,6508.375,95.0
1784314199.5038888,6508.375,95.0
1784314199.763255,6508.375,92.0
1784314200.0165546,6508.375,92.0
1784314200.2815945,6508.375,71.0
1784314200.5369732,6508.375,71.0
1784314200.7927403,6508.375,89.0
1784314201.0578067,6508.375,89.0
1784314201.31056,6508.375,92.0
1784314201.5634198,6508.375,92.0
1784314201.8158345,6509.375,69.0
1784314202.0703237,6509.375,69.0
1784314202.3261333,6509.375,93.0
1784314202.5798569,6509.25,93.0
1784314202.832434,6509.625,76.0
1784314203.0920138,6509.625,76.0
1784314203.3537784,6509.375,75.0
1784314203.6048658,6509.625,75.0
1784314203.8603008,6509.625,93.0
1784314204.1201398,6509.625,93.0
1784314204.381543,6518.53125,79.0
1784314204.6315725,6517.78125,79.0
1784314204.886959,6517.78125,79.0
1784314205.14116,6517.78125,79.0
1784314205.3986359,6517.78125,95.0
1784314205.6582727,6517.78125,95.0
1784314205.916388,6517.78125,70.0
1784314206.171799,6516.0625,70.0
1784314206.4220953,6516.0625,93.0
1784314206.686586,6516.1875,93.0
1784314206.9370341,6512.0,76.0
1784314207.1880908,6512.0625,72.0
1784314207.443694,6512.0625,72.0
1784314207.6939914,6512.0625,92.0
1784314207.9557056,6512.3125,92.0
1784314208.209578,6512.3125,92.0
1784314208.4636097,6512.3125,92.0
1784314208.71975,6512.3125,76.0
1784314208.97707,6512.3125,76.0
1784314209.2369328,6507.3125,91.0
1784314209.4881518,6507.3125,91.0
1784314209.752401,6507.3125,80.0
1784314210.0048008,6507.25,80.0
1784314210.2551272,6507.25,69.0
1784314210.507655,6507.25,69.0
1784314210.7699711,6507.25,92.0
1784314211.0250444,6508.125,92.0
1784314211.2855368,6508.6875,83.0
1784314211.538101,6508.6875,83.0
1784314211.7893956,6508.6875,66.0
1784314212.0478523,6508.9375,66.0
1784314212.29926,6508.9375,91.0
1784314212.5604093,6508.9375,91.0
1784314212.825397,6508.9375,75.0
1784314213.0843213,6508.9375,75.0
1784314213.3416467,6508.9375,89.0
1784314213.5942545,6508.9375,89.0
1784314213.8492124,6508.9375,93.0
1784314214.1044204,6508.9375,93.0
1784314214.362353,6508.8125,72.0
1784314214.6250207,6508.8125,72.0
1784314214.8811722,6508.8125,93.0
1784314215.138083,6508.8125,93.0
1784314215.3971267,6508.8125,72.0
1784314215.6572104,6509.1875,72.0
1784314215.9088492,6509.1875,67.0
1784314216.1603622,6509.1875,67.0
1784314216.4137943,6509.1875,93.0
1784314216.6646175,6509.1875,93.0
1784314216.9215,6509.1875,60.0
1784314217.1745074,6509.1875,60.0
1784314217.4315856,6509.1875,75.0
1784314217.692022,6509.1875,93.0
1784314217.948729,6509.1875,93.0
1784314218.201458,6509.1875,81.0
1784314218.4526038,6509.0625,81.0
1784314218.7039804,6509.0625,73.0
1784314218.9575596,6509.1875,73.0
1784314219.2094696,6509.1875,95.0
1784314219.4690664,6509.1875,95.0
1784314219.7311325,6509.1875,78.0
1784314219.9824169,6509.1875,78.0
1784314220.2428603,6509.1875,73.0
1784314220.5076032,6509.1875,73.0
1784314220.7593174,6509.1875,94.0
1784314221.0103033,6509.1875,94.0
1784314221.2805684,6509.1875,71.0
1784314221.5306127,6509.1875,71.0
1784314221.7880962,6509.1875,92.0
1784314222.0492992,6509.1875,92.0
1784314222.3135428,6509.0625,83.0
1784314222.571323,6508.75,83.0
1784314222.8213887,6508.875,75.0
1784314223.0743823,6508.875,75.0
1784314223.3262448,6508.875,95.0
1784314223.5824652,6508.875,95.0
1784314223.8336315,6508.875,73.0
