time,memory_used_mb,gpu_utilization
1784313732.7857406,6508.625,68.0
1784313733.0417523,6508.625,68.0
1784313733.306905,6508.625,77.0
1784313733.569032,6508.625,77.0
1784313733.8277075,6508.625,96.0
1784313734.0931883,6508.625,96.0
1784313734.3572407,6507.9375,94.0
1784313734.6137168,6507.9375,94.0
1784313734.8645704,6507.9375,96.0
1784313735.1275208,6507.9375,96.0
1784313735.3806224,6507.9375,94.0
1784313735.6409526,6507.9375,94.0
1784313735.8970327,6507.9375,95.0
1784313736.1478655,6507.9375,95.0
1784313736.4075277,6507.9375,76.0
1784313736.661737,6507.9375,76.0
1784313736.9184363,6507.9375,76.0
1784313737.1756086,6507.9375,95.0
1784313737.4408128,6507.9375,95.0
1784313737.6977665,6507.9375,92.0
1784313737.9574995,6507.9375,92.0
1784313738.2249193,6507.9375,95.0
1784313738.480206,6507.9375,95.0
1784313738.731101,6507.9375,96.0
1784313738.9921713,6507.9375,96.0
1784313739.2519283,6507.9375,95.0
1784313739.5128574,6507.8125,95.0
1784313739.7682428,6507.8125,95.0
1784313740.0199778,6507.8125,95.0
1784313740.2699964,6507.9375,96.0
1784313740.542201,6507.9375,96.0
1784313740.8017604,6507.9375,93.0
1784313741.053797,6507.9375,93.0
1784313741.3189015,6507.9375,94.0
1784313741.570037,6507.9375,94.0
1784313741.8213472,6507.9375,95.0
1784313742.074456,6507.9375,95.0
1784313742.3399787,6507.9375,94.0
1784313742.5978382,6507.9375,94.0
1784313742.8572698,6507.9375,95.0
1784313743.1193273,6507.9375,95.0
1784313743.3754158,6507.9375,75.0
1784313743.6354234,6507.9375,75.0
1784313743.900228,6507.9375,95.0
1784313744.157187,6507.9375,95.0
1784313744.4199831,6507.9375,93.0
1784313744.6741068,6507.9375,85.0
1784313744.930037,6507.9375,85.0
1784313745.180481,6507.9375,76.0
1784313745.435536,6507.9375,76.0
1784313745.6865625,6507.9375,95.0
1784313745.9421809,6507.9375,95.0
1784313746.2067585,6507.9375,94.0
1784313746.4800076,6507.9375,94.0
1784313746.7352347,6507.9375,94.0
1784313746.9953363,6507.9375,94.0
1784313747.2524204,6507.9375,95.0
1784313747.5033085,6507.9375,95.0
1784313747.7533212,6507.9375,95.0
1784313748.0058901,6507.9375,95.0
1784313748.268608,6507.9375,95.0
1784313748.5298522,6507.9375,95.0
1784313748.7862382,6507.9375,94.0
1784313749.0366807,6507.9375,94.0
1784313749.2901945,6507.9375,95.0
1784313749.5421705,6507.9375,95.0
1784313749.792461,6507.9375,92.0
1784313750.0477102,6507.9375,92.0
1784313750.3144052,6507.9375,95.0
1784313750.5699527,6507.9375,95.0
1784313750.8245018,6507.9375,94.0
1784313751.0806634,6507.9375,94.0
1784313751.330968,6507.9375,95.0
1784313751.5911655,6507.9375,95.0
1784313751.8522184,6508.1875,80.0
1784313752.113207,6508.1875,80.0
1784313752.3826914,6508.1875,95.0
1784313752.6421628,6508.1875,95.0
1784313752.9018211,6508.1875,96.0
1784313753.1533632,6508.1875,96.0
1784313753.4088068,6508.1875,94.0
1784313753.6629405,6508.1875,96.0
1784313753.9186494,6508.1875,96.0
1784313754.1697288,6508.1875,75.0
1784313754.440772,6508.1875,75.0
1784313754.70192,6508.1875,96.0
1784313754.9632547,6508.1875,96.0
1784313755.2170558,6508.1875,95.0
1784313755.4753342,6508.1875,95.0
1784313755.7310338,6508.1875,93.0
1784313755.9920878,6508.1875,93.0
1784313756.2476778,6508.1875,95.0
1784313756.4976902,6508.1875,95.0
1784313756.7588012,6508.1875,95.0
1784313757.0142236,6508.1875,95.0
1784313757.2756848,6508.1875,74.0
1784313757.5283084,6508.1875,74.0
1784313757.7815156,6508.3125,95.0
1784313758.045876,6508.3125,95.0
1784313758.2967181,6508.3125,95.0
1784313758.5467467,6508.3125,95.0
1784313758.8099198,6508.0625,94.0
1784313759.0685403,6508.0625,94.0
1784313759.319784,6508.0625,73.0
1784313759.5698905,6508.0625,73.0
1784313759.8253555,6508.0625,88.0
1784313760.0754244,6508.0625,88.0
1784313760.3351827,6508.0625,94.0
1784313760.5916183,6508.0625,94.0
1784313760.8460748,6508.0625,96.0
1784313761.0980294,6508.0625,96.0
1784313761.3481176,6541.34375,72.0
1784313761.606893,6541.34375,72.0
1784313761.861328,6541.84375,81.0
1784313762.1187105,6541.96875,81.0
1784313762.380499,6536.6875,94.0
1784313762.6475482,6536.6875,94.0
1784313762.9052188,6537.0,67.0
1784313763.1586602,6536.375,67.0
1784313763.4087617,6532.3125,92.0
1784313763.6725152,6532.3125,95.0
1784313763.928242,6532.3125,95.0
1784313764.1808991,6532.4375,93.0
1784313764.4364855,6532.4375,93.0
1784313764.6948693,6532.4375,67.0
1784313764.9462261,6532.4375,67.0
1784313765.201831,6532.4375,71.0
1784313765.4604516,6535.46875,71.0
1784313765.714207,6542.78125,95.0
1784313765.964236,6542.78125,95.0
1784313766.223962,6542.90625,95.0
1784313766.486442,6542.78125,95.0
1784313766.7424479,6542.78125,94.0
1784313766.9973915,6542.84375,94.0
1784313767.2588859,6542.78125,71.0
1784313767.5117943,6538.125,71.0
1784313767.7687492,6539.125,94.0
1784313768.019725,6539.125,94.0
1784313768.2741652,6534.5625,93.0
1784313768.530117,6534.5625,93.0
1784313768.7900667,6534.5625,93.0
1784313769.041958,6534.5625,93.0
1784313769.2974753,6534.3125,96.0
1784313769.5556877,6534.3125,96.0
1784313769.8085544,6533.9375,92.0
1784313770.0750916,6533.9375,92.0
1784313770.3291574,6533.9375,95.0
1784313770.5858424,6531.1875,95.0
1784313770.8359766,6510.4375,91.0
1784313771.086337,6510.5,91.0
1784313771.3419776,6510.6875,94.0
1784313771.596638,6511.5625,94.0
1784313771.856282,6511.5625,96.0
1784313772.1188948,6511.625,96.0
1784313772.3697908,6511.625,96.0
1784313772.6279094,6511.625,96.0
1784313772.8862934,6511.625,94.0
1784313773.1440122,6511.625,94.0
1784313773.3973567,6511.625,94.0
1784313773.653008,6511.0,94.0
1784313773.9040658,6511.0,77.0
1784313774.1584296,6511.125,77.0
1784313774.4141557,6511.125,96.0
1784313774.6744106,6511.125,94.0
1784313774.9308748,6511.125,94.0
1784313775.1843562,6511.125,94.0
1784313775.4407027,6511.125,94.0
1784313775.696994,6511.375,79.0
1784313775.9474533,6511.375,79.0
1784313776.2030363,6511.0,94.0
1784313776.468555,6510.875,94.0
1784313776.7299542,6510.875,94.0
1784313776.9808714,6510.875,94.0
1784313777.2361908,6510.875,95.0
1784313777.5041888,6510.875,95.0
1784313777.7585897,6511.0,94.0
1784313778.0190012,6511.0,94.0
1784313778.285742,6511.0,96.0
1784313778.5410101,6511.0,96.0
1784313778.8018804,6511.0,96.0
1784313779.060552,6511.0,96.0
1784313779.3230963,6511.0,96.0
1784313779.5731647,6511.0625,96.0
1784313779.8239248,6511.0625,95.0
1784313780.0808349,6511.0625,95.0
1784313780.3450766,6510.8125,95.0
1784313780.5961943,6510.8125,95.0
1784313780.8479264,6510.8125,93.0
1784313781.113195,6510.8125,93.0
1784313781.3785138,6510.8125,93.0
1784313781.6411862,6510.8125,93.0
1784313781.8967137,6510.8125,91.0
1784313782.1473489,6510.8125,91.0
1784313782.4121926,6510.8125,96.0
1784313782.6696594,6510.8125,96.0
1784313782.9307888,6510.8125,96.0
1784313783.182702,6510.875,95.0
1784313783.4363275,6510.875,95.0
1784313783.696645,6510.875,91.0
1784313783.9521482,6510.875,91.0
1784313784.2127688,6519.78125,97.0
1784313784.4684956,6519.65625,97.0
1784313784.7243185,6519.65625,95.0
1784313784.9893425,6519.65625,95.0
1784313785.2401907,6519.65625,95.0
1784313785.49185,6519.53125,95.0
1784313785.7420657,6519.59375,90.0
1784313786.0005097,6519.59375,90.0
1784313786.2555532,6519.40625,96.0
1784313786.514036,6515.34375,96.0
1784313786.7696354,6523.40625,95.0
1784313787.0252385,6549.21875,95.0
1784313787.2793553,6549.21875,94.0
1784313787.530611,6549.53125,94.0
1784313787.79243,6549.65625,95.0
1784313788.0444863,6549.65625,95.0
1784313788.3006542,6549.53125,95.0
1784313788.5570438,6541.875,95.0
1784313788.8096461,6541.875,95.0
1784313789.0612729,6541.875,95.0
1784313789.318108,6536.0,95.0
1784313789.5779467,6536.0,95.0
1784313789.8405902,6536.0,94.0
1784313790.0969872,6536.0,94.0
1784313790.3472998,6536.0,94.0
1784313790.6005235,6536.0,94.0
1784313790.8572347,6542.09375,94.0
1784313791.1119885,6542.34375,94.0
1784313791.3714516,6542.40625,91.0
1784313791.6294174,6542.59375,91.0
1784313791.879874,6542.46875,95.0
1784313792.143302,6527.84375,95.0
1784313792.4013383,6527.90625,73.0
1784313792.6529155,6520.6875,73.0
1784313792.9069612,6520.6875,86.0
1784313793.1638691,6520.6875,85.0
1784313793.414042,6516.5625,85.0
1784313793.6750555,6516.5625,72.0
1784313793.9301174,6516.5625,72.0
1784313794.1955504,6516.5625,95.0
1784313794.4571757,6516.5625,95.0
1784313794.7074237,6516.5625,95.0
1784313794.963947,6516.5625,95.0
1784313795.2212877,6516.5625,95.0
1784313795.4833949,6516.6875,95.0
1784313795.736781,6516.9375,93.0
1784313795.996274,6538.84375,93.0
1784313796.24687,6538.84375,96.0
1784313796.5028143,6538.84375,96.0
1784313796.7542853,6538.84375,96.0
1784313797.0085278,6538.84375,96.0
1784313797.2682173,6538.84375,94.0
1784313797.5194955,6534.90625,94.0
1784313797.7743597,6534.09375,95.0
1784313798.0348504,6534.09375,95.0
1784313798.2965915,6534.09375,93.0
1784313798.5529232,6534.09375,93.0
1784313798.8083105,6534.09375,75.0
1784313799.058446,6534.09375,75.0
1784313799.3131876,6534.09375,95.0
1784313799.576788,6534.21875,95.0
1784313799.8307798,6534.125,96.0
1784313800.0949018,6534.125,96.0
1784313800.34726,6534.125,94.0
1784313800.6003106,6534.1875,94.0
1784313800.8583853,6532.4375,94.0
1784313801.114235,6511.6875,94.0
1784313801.3765016,6511.6875,95.0
1784313801.6406822,6511.6875,95.0
1784313801.8915005,6511.6875,95.0
1784313802.150644,6511.6875,95.0
1784313802.4071593,6511.6875,93.0
1784313802.6582408,6511.6875,93.0
1784313802.9150932,6511.6875,94.0
1784313803.1694968,6511.6875,95.0
1784313803.4361184,6511.75,95.0
1784313803.7011578,6511.875,93.0
1784313803.9527698,6511.875,93.0
1784313804.2030463,6511.875,94.0
1784313804.462968,6511.875,94.0
1784313804.7183073,6511.875,92.0
1784313804.97076,6511.875,92.0
1784313805.2251983,6511.875,94.0
1784313805.4781046,6511.875,94.0
1784313805.7307625,6507.0,93.0
1784313805.984782,6507.0,93.0
1784313806.2355437,6507.0,95.0
1784313806.4905245,6507.0,95.0
1784313806.7415645,6507.0,96.0
1784313806.9956646,6507.0625,96.0
1784313807.2530107,6507.0625,94.0
1784313807.5138962,6507.1875,94.0
1784313807.769938,6507.9375,95.0
1784313808.0249157,6507.9375,95.0
1784313808.2854042,6544.09375,95.0
1784313808.5406759,6544.09375,95.0
1784313808.7916572,6544.34375,94.0
1784313809.0521476,6544.59375,94.0
1784313809.316927,6545.34375,94.0
1784313809.5781555,6538.8125,94.0
1784313809.8305132,6538.9375,91.0
1784313810.0908024,6538.875,91.0
1784313810.3414054,6533.125,94.0
1784313810.6027596,6533.5625,94.0
1784313810.862425,6533.625,96.0
1784313811.1182196,6533.625,96.0
1784313811.3687942,6533.625,95.0
1784313811.627092,6532.25,95.0
1784313811.8793454,6532.25,95.0
1784313812.1304536,6532.25,95.0
1784313812.3805633,6532.25,92.0
1784313812.6387959,6532.25,92.0
1784313812.897228,6532.25,96.0
1784313813.1526892,6532.25,96.0
1784313813.4082844,6509.3125,94.0
1784313813.6681192,6509.4375,95.0
1784313813.9194376,6509.6875,95.0
1784313814.1780984,6509.75,74.0
1784313814.4292626,6509.75,74.0
1784313814.6804855,6509.75,72.0
1784313814.9352994,6509.8125,72.0
1784313815.185745,6509.8125,94.0
1784313815.441681,6509.8125,94.0
1784313815.7026966,6510.0625,93.0
1784313815.9582562,6510.0625,93.0
1784313816.211642,6510.0625,95.0
1784313816.4682746,6510.0625,95.0
1784313816.7235491,6510.0625,91.0
1784313816.9839385,6510.0625,91.0
1784313817.2360947,6510.0625,93.0
1784313817.4917166,6510.0625,93.0
1784313817.7453783,6510.0625,95.0
1784313818.0001426,6510.0625,95.0
1784313818.2608984,6510.0625,95.0
1784313818.51739,6510.0625,95.0
1784313818.770918,6510.125,94.0
1784313819.0343757,6510.0625,94.0
1784313819.291525,6510.0625,95.0
1784313819.5499043,6510.0625,95.0
1784313819.802682,6510.0625,75.0
1784313820.0569139,6510.0625,75.0
1784313820.3138244,6510.0625,66.0
1784313820.574789,6510.0625,66.0
1784313820.8298664,6510.0625,95.0
1784313821.0899346,6510.0625,95.0
1784313821.350344,6510.0625,94.0
1784313821.6026218,6510.0625,94.0
1784313821.8569412,6510.125,95.0
1784313822.108244,6510.25,95.0
1784313822.370822,6510.25,96.0
1784313822.6341238,6510.25,96.0
1784313822.8906872,6510.25,94.0
1784313823.1447866,6510.25,94.0
1784313823.3960974,6510.25,93.0
1784313823.6526928,6510.25,93.0
1784313823.9191403,6509.9375,95.0
1784313824.1693413,6510.0625,93.0
1784313824.4242249,6510.0625,93.0
1784313824.6826744,6510.0625,95.0
1784313824.9415045,6510.125,95.0
1784313825.2030277,6510.125,95.0
1784313825.4571216,6510.125,95.0
1784313825.7082052,6509.3125,94.0
1784313825.964747,6509.3125,94.0
1784313826.224539,6509.3125,96.0
1784313826.4844398,6509.3125,96.0
1784313826.7351897,6511.125,96.0
1784313826.9940548,6511.125,96.0
1784313827.25532,6511.125,94.0
1784313827.5081367,6511.125,94.0
1784313827.7615366,6511.125,95.0
1784313828.0127356,6511.125,95.0
1784313828.274841,6511.125,94.0
1784313828.5294418,6511.125,94.0
1784313828.7802637,6511.125,95.0
1784313829.030331,6511.125,95.0
1784313829.293629,6511.125,94.0
1784313829.5563288,6511.125,94.0
1784313829.8083758,6511.375,95.0
1784313830.0742607,6511.375,95.0
1784313830.3302157,6510.6875,95.0
1784313830.580466,6510.8125,95.0
1784313830.8360612,6510.8125,95.0
1784313831.089387,6510.8125,95.0
1784313831.3463666,6510.8125,93.0
1784313831.6019158,6510.8125,93.0
1784313831.852473,6510.8125,96.0
1784313832.1024842,6510.8125,96.0
1784313832.353896,6510.8125,85.0
1784313832.6123805,6511.1875,85.0
1784313832.8642406,6511.1875,93.0
1784313833.12467,6511.1875,93.0
1784313833.3748283,6512.1875,71.0
1784313833.6387331,6514.0,71.0
1784313833.8968973,6514.0,96.0
1784313834.151632,6514.0,96.0
1784313834.4072392,6514.0,94.0
1784313834.6580017,6514.0,94.0
1784313834.9131336,6512.75,96.0
1784313835.1636872,6512.75,96.0
1784313835.417842,6512.75,97.0
1784313835.6692805,6512.75,93.0
1784313835.9303393,6512.75,93.0
1784313836.18616,6512.75,94.0
1784313836.4511526,6512.75,94.0
1784313836.707019,6512.75,94.0
1784313836.9580643,6512.75,94.0
1784313837.2081056,6512.75,73.0
1784313837.4735098,6512.75,73.0
1784313837.7323027,6512.75,81.0
1784313837.9844155,6512.75,81.0
1784313838.2456663,6512.75,63.0
1784313838.497021,6512.75,63.0
1784313838.7569957,6512.625,96.0
1784313839.0134003,6512.3125,96.0
1784313839.267942,6511.75,94.0
1784313839.527467,6511.75,94.0
1784313839.786173,6511.75,94.0
1784313840.0469453,6511.0,94.0
1784313840.3011625,6511.0,93.0
1784313840.5526836,6511.0625,93.0
1784313840.8133986,6511.0,95.0
1784313841.0723033,6511.0,95.0
1784313841.3295784,6511.0,95.0
1784313841.5881596,6511.0,95.0
1784313841.8412685,6511.375,94.0
1784313842.0958889,6511.375,94.0
1784313842.3459332,6512.5625,95.0
1784313842.5972407,6511.8125,95.0
1784313842.8514423,6511.8125,93.0
1784313843.106861,6511.8125,93.0
1784313843.3691626,6511.9375,95.0
1784313843.6310213,6512.0625,95.0
1784313843.8904538,6512.3125,95.0
1784313844.1421301,6520.84375,95.0
1784313844.396871,6520.84375,91.0
1784313844.661479,6520.53125,91.0
1784313844.9123826,6520.53125,95.0
1784313845.162785,6520.21875,95.0
1784313845.422035,6519.28125,94.0
1784313845.6834302,6519.28125,95.0
1784313845.9460833,6519.28125,95.0
1784313846.2113242,6518.5625,93.0
1784313846.467568,6514.3125,93.0
1784313846.71783,6514.3125,96.0
1784313846.9684505,6514.3125,96.0
1784313847.2190597,6514.3125,95.0
1784313847.4744844,6514.4375,95.0
1784313847.7292008,6514.375,96.0
1784313847.981077,6541.53125,96.0
1784313848.2357635,6544.03125,95.0
1784313848.485823,6544.09375,95.0
1784313848.7456586,6544.28125,96.0
1784313848.996894,6544.28125,96.0
1784313849.2521448,6544.28125,95.0
1784313849.5062885,6536.5625,95.0
1784313849.7791295,6536.5625,95.0
1784313850.0335488,6536.5625,95.0
1784313850.2841067,6536.5625,95.0
1784313850.5415502,6536.5625,95.0
1784313850.7915509,6536.5625,95.0
1784313851.0507493,6536.5625,95.0
1784313851.312418,6536.5625,95.0
1784313851.5629895,6536.5625,95.0
1784313851.8234549,6536.5625,94.0
1784313852.0736105,6536.5625,94.0
1784313852.33285,6536.5625,94.0
1784313852.5899131,6536.625,94.0
1784313852.8520129,6536.8125,94.0
1784313853.1073763,6511.625,94.0
1784313853.3650453,6511.625,96.0
1784313853.6289508,6508.125,96.0
1784313853.8854756,6508.125,95.0
1784313854.1404521,6508.0,95.0
1784313854.3968103,6508.0,93.0
1784313854.64686,6508.125,93.0
1784313854.9023826,6508.125,96.0
1784313855.1577928,6508.125,96.0
1784313855.4134493,6508.125,94.0
1784313855.673654,6544.96875,90.0
1784313855.9245353,6544.96875,90.0
1784313856.1801949,6545.28125,68.0
1784313856.4355328,6545.65625,68.0
1784313856.6948974,6545.65625,93.0
1784313856.9564874,6545.65625,93.0
1784313857.219265,6546.03125,92.0
1784313857.476813,6539.5625,92.0
1784313857.7300968,6540.0625,93.0
1784313857.989834,6540.0625,93.0
1784313858.241232,6540.5,91.0
1784313858.4954336,6535.4375,91.0
1784313858.7650082,6535.4375,95.0
1784313859.0249364,6535.4375,95.0
1784313859.2789614,6535.5,95.0
1784313859.5336785,6535.5,95.0
1784313859.7860637,6535.5,96.0
1784313860.039988,6535.5,96.0
1784313860.2912045,6535.375,86.0
1784313860.5427556,6535.25,86.0
1784313860.7954628,6510.3125,95.0
1784313861.0562613,6510.3125,95.0
1784313861.3066106,6510.3125,95.0
1784313861.557032,6510.3125,95.0
1784313861.8082652,6510.3125,94.0
1784313862.0618713,6510.3125,94.0
1784313862.318914,6510.3125,94.0
1784313862.5745902,6510.3125,94.0
1784313862.8300653,6510.3125,95.0
1784313863.081105,6510.3125,95.0
1784313863.334681,6510.4375,95.0
1784313863.5857337,6510.5,95.0
1784313863.8399231,6509.9375,87.0
1784313864.0966942,6509.9375,87.0
1784313864.3467147,6509.9375,96.0
1784313864.6058836,6510.0,96.0
1784313864.8621974,6510.0,70.0
1784313865.1178916,6510.0,70.0
1784313865.3743455,6510.0,76.0
1784313865.634286,6510.0,76.0
1784313865.8911648,6510.25,94.0
1784313866.1440766,6510.25,94.0
1784313866.3949537,6510.25,94.0
1784313866.6551044,6510.25,94.0
1784313866.9077835,6510.5,96.0
1784313867.1577961,6510.5,96.0
1784313867.4125192,6510.5,95.0
1784313867.6744568,6510.875,96.0
1784313867.9298573,6510.875,96.0
1784313868.1800668,6511.25,94.0
1784313868.4338229,6511.25,94.0
