time,memory_used_mb,gpu_utilization
1784311483.3136873,6403.23046875,96.0
1784311483.5787027,6403.23046875,97.0
1784311483.8346527,6403.23046875,97.0
1784311484.0895104,6403.23046875,96.0
1784311484.341134,6403.23046875,96.0
1784311484.6034293,6403.23046875,95.0
1784311484.862886,6403.23046875,95.0
1784311485.1231155,6402.98046875,97.0
1784311485.3853526,6402.98046875,97.0
1784311485.639593,6403.79296875,96.0
1784311485.9042208,6403.79296875,96.0
1784311486.157031,6403.79296875,89.0
1784311486.4186368,6403.79296875,89.0
1784311486.6756878,6403.79296875,96.0
1784311486.9259336,6403.79296875,96.0
1784311487.1806731,6403.79296875,96.0
1784311487.438118,6403.79296875,88.0
1784311487.7022755,6403.79296875,88.0
1784311487.9599035,6403.79296875,96.0
1784311488.2100327,6403.79296875,96.0
1784311488.4710052,6403.79296875,97.0
1784311488.7233946,6403.79296875,97.0
1784311488.9812443,6403.79296875,96.0
1784311489.2368333,6403.79296875,96.0
1784311489.4899068,6403.79296875,95.0
1784311489.7463682,6403.79296875,95.0
1784311489.9989412,6403.79296875,96.0
1784311490.257622,6403.79296875,96.0
1784311490.5129857,6403.66796875,95.0
1784311490.7699156,6403.79296875,95.0
1784311491.0222473,6403.79296875,96.0
1784311491.2863054,6403.79296875,96.0
1784311491.5439315,6403.79296875,97.0
1784311491.808352,6403.79296875,97.0
1784311492.0630028,6403.79296875,96.0
1784311492.3257353,6403.79296875,96.0
1784311492.5786517,6403.79296875,76.0
1784311492.8353033,6403.79296875,76.0
1784311493.0906365,6403.79296875,80.0
1784311493.3516812,6409.04296875,80.0
1784311493.6042132,6409.04296875,95.0
1784311493.864567,6409.04296875,95.0
1784311494.1200624,6408.23046875,77.0
1784311494.3715012,6408.48046875,77.0
1784311494.63652,6408.48046875,96.0
1784311494.8903825,6408.48046875,96.0
1784311495.1476822,6408.48046875,96.0
1784311495.399311,6408.48046875,96.0
1784311495.6496408,6408.48046875,78.0
1784311495.902575,6408.48046875,78.0
1784311496.1639214,6408.48046875,77.0
1784311496.414399,6408.48046875,77.0
1784311496.6716475,6408.60546875,96.0
1784311496.9288726,6408.60546875,96.0
1784311497.1857164,6407.10546875,96.0
1784311497.4412472,6407.23046875,78.0
1784311497.69888,6408.04296875,78.0
1784311497.953701,6408.04296875,96.0
1784311498.2169409,6408.04296875,96.0
1784311498.4800136,6408.04296875,96.0
1784311498.737825,6408.04296875,96.0
1784311498.996538,6407.73046875,96.0
1784311499.2505984,6406.79296875,96.0
1784311499.5139508,6406.79296875,95.0
1784311499.764769,6407.29296875,95.0
1784311500.025729,6402.23046875,94.0
1784311500.2825532,6402.23046875,94.0
1784311500.541473,6402.23046875,97.0
1784311500.7997339,6403.04296875,97.0
1784311501.055407,6403.04296875,95.0
1784311501.3091319,6403.04296875,95.0
1784311501.567374,6403.04296875,94.0
1784311501.8284948,6403.04296875,94.0
1784311502.094013,6403.04296875,96.0
1784311502.3502707,6403.04296875,96.0
1784311502.6060135,6403.04296875,97.0
1784311502.8672497,6403.04296875,97.0
1784311503.1203234,6403.04296875,78.0
1784311503.3744786,6403.04296875,78.0
1784311503.6329162,6403.04296875,95.0
1784311503.8975742,6403.04296875,95.0
1784311504.162695,6402.79296875,96.0
1784311504.4141006,6402.79296875,96.0
1784311504.6785824,6402.79296875,95.0
1784311504.9320235,6402.79296875,95.0
1784311505.1879716,6402.79296875,96.0
1784311505.4520814,6402.79296875,96.0
1784311505.7054365,6402.79296875,96.0
1784311505.9604874,6402.79296875,95.0
1784311506.2181456,6402.79296875,95.0
1784311506.4734602,6402.79296875,96.0
1784311506.734943,6402.79296875,96.0
1784311506.988374,6402.79296875,95.0
1784311507.2498903,6402.79296875,95.0
1784311507.5024893,6402.79296875,95.0
1784311507.754702,6402.79296875,95.0
1784311508.0151348,6402.79296875,96.0
1784311508.2774968,6402.79296875,96.0
1784311508.5355287,6402.79296875,95.0
1784311508.789159,6402.79296875,95.0
1784311509.0425997,6402.79296875,78.0
1784311509.294086,6402.79296875,78.0
1784311509.5592434,6402.79296875,95.0
1784311509.8214278,6402.79296875,95.0
1784311510.07536,6402.79296875,78.0
1784311510.3257906,6402.79296875,78.0
1784311510.5768979,6402.79296875,81.0
1784311510.830156,6402.79296875,81.0
1784311511.0844014,6402.79296875,76.0
1784311511.3466463,6402.79296875,76.0
1784311511.601669,6403.79296875,96.0
1784311511.8547397,6403.79296875,96.0
1784311512.1145644,6403.79296875,94.0
1784311512.3752267,6403.79296875,94.0
1784311512.6334052,6403.79296875,96.0
1784311512.8842509,6403.79296875,96.0
1784311513.1403193,6403.79296875,96.0
1784311513.3991137,6403.79296875,96.0
1784311513.6580842,6403.79296875,96.0
1784311513.9157448,6403.79296875,96.0
1784311514.1682403,6403.23046875,94.0
1784311514.4262118,6403.23046875,94.0
1784311514.6786203,6403.23046875,96.0
1784311514.932569,6403.23046875,96.0
1784311515.1920574,6403.23046875,94.0
1784311515.4515703,6403.23046875,94.0
1784311515.7136652,6403.23046875,94.0
1784311515.9673276,6403.23046875,96.0
1784311516.2221868,6403.23046875,96.0
1784311516.4797537,6403.23046875,77.0
1784311516.7349212,6403.48046875,77.0
1784311516.9965727,6403.48046875,96.0
1784311517.2507463,6403.48046875,96.0
1784311517.5076823,6403.54296875,97.0
1784311517.7659643,6403.29296875,97.0
1784311518.0300298,6403.29296875,95.0
1784311518.28177,6403.29296875,95.0
1784311518.545894,6403.29296875,96.0
1784311518.7989345,6403.29296875,96.0
1784311519.059352,6403.29296875,78.0
1784311519.3138933,6403.29296875,78.0
1784311519.573181,6403.29296875,77.0
1784311519.8306987,6403.29296875,77.0
1784311520.0821908,6403.29296875,96.0
1784311520.3336034,6403.29296875,96.0
1784311520.5907304,6403.29296875,96.0
1784311520.851834,6403.29296875,96.0
1784311521.1124072,6403.29296875,96.0
1784311521.375232,6403.29296875,96.0
1784311521.6314352,6403.29296875,97.0
1784311521.8851922,6403.54296875,97.0
1784311522.1429887,6403.54296875,94.0
1784311522.3999796,6403.29296875,94.0
1784311522.6570337,6403.29296875,96.0
1784311522.9110065,6403.29296875,96.0
1784311523.1666298,6403.29296875,97.0
1784311523.4244106,6403.29296875,97.0
1784311523.6898859,6403.29296875,97.0
1784311523.9473922,6403.29296875,96.0
1784311524.1979208,6403.29296875,96.0
1784311524.4618745,6403.29296875,96.0
1784311524.72677,6403.54296875,96.0
1784311524.9785795,6403.54296875,97.0
1784311525.2383084,6403.54296875,97.0
1784311525.4965138,6403.54296875,96.0
1784311525.7479753,6403.54296875,96.0
1784311525.9996316,6403.54296875,94.0
1784311526.253716,6403.54296875,94.0
1784311526.5127652,6403.54296875,94.0
1784311526.7656507,6403.54296875,94.0
1784311527.0164735,6403.54296875,97.0
1784311527.2718399,6403.54296875,97.0
1784311527.532911,6403.54296875,96.0
1784311527.7838817,6403.54296875,96.0
1784311528.0467696,6403.54296875,97.0
1784311528.310905,6403.54296875,97.0
1784311528.5686333,6403.54296875,97.0
1784311528.8221352,6403.54296875,97.0
1784311529.0809271,6403.54296875,94.0
1784311529.338615,6403.23046875,94.0
1784311529.6026816,6403.23046875,97.0
1784311529.8615055,6403.23046875,97.0
1784311530.1166098,6403.23046875,96.0
1784311530.3776407,6403.23046875,96.0
1784311530.6299052,6403.23046875,96.0
1784311530.8877394,6403.23046875,96.0
1784311531.1460109,6403.23046875,95.0
1784311531.4010534,6403.23046875,95.0
1784311531.6526716,6403.23046875,95.0
1784311531.9170637,6403.23046875,95.0
1784311532.173405,6403.23046875,96.0
1784311532.4267602,6403.04296875,96.0
1784311532.6799223,6403.85546875,96.0
1784311532.9319093,6403.85546875,96.0
1784311533.191507,6403.85546875,96.0
1784311533.4505024,6403.85546875,96.0
1784311533.7095246,6403.85546875,96.0
1784311533.9723089,6403.85546875,96.0
1784311534.2252502,6403.85546875,96.0
1784311534.480982,6403.85546875,81.0
1784311534.73238,6403.85546875,81.0
1784311534.9837842,6403.85546875,94.0
1784311535.235915,6403.85546875,94.0
1784311535.496854,6403.85546875,95.0
1784311535.752146,6403.85546875,95.0
1784311536.0044918,6403.85546875,96.0
1784311536.2569337,6403.85546875,96.0
1784311536.511436,6403.85546875,96.0
1784311536.770728,6403.85546875,96.0
1784311537.024696,6403.85546875,96.0
1784311537.2841854,6403.29296875,96.0
1784311537.5422947,6403.29296875,96.0
1784311537.7933383,6403.29296875,96.0
1784311538.0443842,6403.29296875,97.0
1784311538.2969413,6403.29296875,97.0
1784311538.5598803,6403.29296875,94.0
1784311538.8228655,6403.85546875,94.0
1784311539.074858,6403.85546875,78.0
1784311539.3335972,6403.85546875,78.0
1784311539.5874739,6403.85546875,97.0
1784311539.8507338,6403.85546875,97.0
1784311540.1138651,6403.85546875,96.0
1784311540.365489,6403.85546875,96.0
1784311540.6183255,6403.85546875,96.0
1784311540.8697457,6403.85546875,96.0
1784311541.1221478,6403.85546875,96.0
1784311541.3865278,6403.04296875,96.0
1784311541.650156,6403.04296875,81.0
1784311541.9031594,6403.04296875,81.0
1784311542.1622696,6403.04296875,96.0
1784311542.4198384,6403.04296875,96.0
1784311542.6835399,6403.85546875,96.0
1784311542.9486036,6403.85546875,95.0
1784311543.204473,6403.85546875,95.0
1784311543.4636176,6403.85546875,95.0
1784311543.7138608,6403.85546875,95.0
1784311543.9789658,6403.85546875,95.0
1784311544.2376518,6403.85546875,95.0
1784311544.4945092,6403.85546875,96.0
1784311544.7485392,6403.85546875,96.0
1784311544.998605,6403.85546875,97.0
1784311545.2630794,6403.85546875,97.0
1784311545.5165608,6403.85546875,88.0
1784311545.7727625,6403.35546875,88.0
1784311546.0353582,6403.35546875,96.0
1784311546.2934237,6403.35546875,96.0
1784311546.5490234,6403.35546875,97.0
1784311546.81241,6403.85546875,97.0
1784311547.0680225,6403.85546875,97.0
1784311547.328266,6403.85546875,97.0
1784311547.582116,6403.85546875,96.0
1784311547.844782,6403.85546875,96.0
1784311548.100504,6403.85546875,95.0
1784311548.3627098,6403.85546875,95.0
1784311548.6192138,6403.85546875,95.0
1784311548.8797376,6403.85546875,95.0
1784311549.1312435,6403.85546875,95.0
1784311549.3928092,6403.85546875,95.0
1784311549.6518974,6403.85546875,95.0
1784311549.907365,6403.85546875,95.0
1784311550.1615882,6403.85546875,97.0
1784311550.41344,6403.29296875,97.0
1784311550.6719003,6403.54296875,97.0
1784311550.9229083,6403.54296875,97.0
1784311551.1878679,6403.54296875,96.0
1784311551.441646,6403.54296875,97.0
1784311551.6942127,6403.54296875,97.0
1784311551.9471734,6403.54296875,95.0
1784311552.1997933,6403.54296875,95.0
1784311552.4554262,6403.54296875,96.0
1784311552.7143686,6403.54296875,96.0
1784311552.9790385,6403.54296875,97.0
1784311553.2353692,6403.54296875,97.0
1784311553.493648,6403.54296875,96.0
1784311553.750218,6403.54296875,96.0
1784311554.0127153,6403.54296875,94.0
1784311554.2645662,6403.54296875,94.0
1784311554.5279067,6403.54296875,95.0
1784311554.7846434,6403.54296875,95.0
1784311555.0375626,6403.23046875,96.0
1784311555.287783,6403.23046875,96.0
1784311555.5445857,6403.23046875,93.0
1784311555.8074045,6403.23046875,93.0
1784311556.062585,6403.23046875,97.0
1784311556.3239286,6403.23046875,97.0
1784311556.5880063,6403.23046875,96.0
1784311556.8417552,6403.23046875,96.0
1784311557.105889,6403.23046875,96.0
1784311557.3616216,6403.23046875,96.0
1784311557.6180701,6403.23046875,97.0
1784311557.8722389,6403.23046875,97.0
1784311558.1306894,6403.23046875,95.0
1784311558.3939595,6403.23046875,95.0
1784311558.647879,6403.23046875,94.0
1784311558.9118423,6403.23046875,94.0
1784311559.1642997,6403.23046875,95.0
1784311559.42101,6403.23046875,95.0
1784311559.6770964,6403.04296875,94.0
1784311559.9406228,6403.04296875,95.0
1784311560.201927,6403.04296875,95.0
1784311560.460152,6403.04296875,95.0
1784311560.7227383,6403.04296875,95.0
1784311560.9792905,6403.04296875,96.0
1784311561.231866,6403.04296875,96.0
1784311561.4962795,6403.04296875,96.0
1784311561.7472699,6403.04296875,96.0
1784311561.9987411,6403.04296875,97.0
1784311562.2526197,6403.04296875,97.0
1784311562.5049748,6403.04296875,97.0
1784311562.7685804,6403.04296875,97.0
1784311563.0268035,6403.04296875,91.0
1784311563.285998,6403.04296875,91.0
1784311563.5400546,6403.04296875,97.0
1784311563.7975802,6403.04296875,97.0
1784311564.051771,6403.04296875,95.0
1784311564.3128636,6403.04296875,95.0
1784311564.5721276,6402.91796875,97.0
1784311564.833075,6402.91796875,97.0
1784311565.0854115,6402.91796875,79.0
1784311565.344762,6402.91796875,79.0
1784311565.5991864,6402.91796875,96.0
1784311565.8628082,6402.91796875,96.0
1784311566.1239455,6402.91796875,78.0
1784311566.3841474,6402.91796875,78.0
1784311566.6465187,6402.91796875,96.0
1784311566.901581,6402.91796875,96.0
1784311567.1653187,6402.91796875,96.0
1784311567.4252014,6402.91796875,96.0
1784311567.6830237,6402.91796875,97.0
1784311567.9385273,6402.91796875,97.0
1784311568.1973903,6402.91796875,96.0
1784311568.447512,6402.91796875,97.0
1784311568.7103014,6402.91796875,97.0
1784311568.97418,6402.91796875,94.0
1784311569.2367358,6402.91796875,94.0
1784311569.496613,6402.85546875,97.0
1784311569.7478635,6402.85546875,97.0
1784311570.0126896,6402.85546875,78.0
1784311570.2680185,6402.85546875,78.0
1784311570.531552,6402.85546875,97.0
1784311570.787127,6402.85546875,97.0
1784311571.0449831,6402.85546875,96.0
1784311571.296848,6402.85546875,96.0
1784311571.549417,6402.85546875,96.0
1784311571.804765,6402.85546875,96.0
1784311572.0555604,6402.85546875,95.0
1784311572.3082817,6402.85546875,95.0
1784311572.5699334,6402.85546875,96.0
1784311572.8246047,6402.85546875,96.0
1784311573.086067,6402.98046875,95.0
1784311573.3449001,6402.98046875,95.0
1784311573.59861,6402.98046875,96.0
1784311573.8524535,6402.98046875,96.0
1784311574.1127176,6402.98046875,97.0
1784311574.3678114,6402.98046875,97.0
1784311574.6204257,6402.98046875,96.0
1784311574.880587,6402.98046875,96.0
1784311575.1450565,6402.98046875,94.0
1784311575.4045358,6402.98046875,94.0
1784311575.6592138,6402.98046875,97.0
1784311575.922481,6402.98046875,97.0
1784311576.1867037,6402.98046875,96.0
1784311576.4455798,6402.98046875,95.0
1784311576.703683,6402.98046875,95.0
1784311576.9647064,6402.98046875,96.0
1784311577.221812,6402.98046875,96.0
1784311577.4793565,6402.98046875,96.0
1784311577.7365098,6403.98046875,96.0
1784311577.995779,6403.98046875,95.0
1784311578.2470152,6404.10546875,95.0
1784311578.501886,6404.10546875,96.0
1784311578.7549617,6404.10546875,96.0
1784311579.010685,6404.10546875,96.0
1784311579.270861,6404.10546875,96.0
1784311579.5276914,6403.35546875,97.0
1784311579.7857008,6403.41796875,97.0
1784311580.0436764,6403.41796875,94.0
1784311580.2959294,6403.41796875,94.0
1784311580.5543916,6403.41796875,92.0
1784311580.81632,6404.35546875,92.0
1784311581.0786345,6404.35546875,96.0
1784311581.341195,6404.35546875,96.0
1784311581.5991194,6404.35546875,76.0
1784311581.8500106,6404.35546875,76.0
1784311582.1053655,6403.60546875,93.0
1784311582.3618245,6403.60546875,93.0
1784311582.6136107,6403.60546875,96.0
1784311582.8655846,6403.60546875,96.0
1784311583.1263757,6403.60546875,94.0
1784311583.3790908,6403.60546875,94.0
1784311583.6376157,6403.60546875,96.0
1784311583.892832,6403.60546875,96.0
1784311584.1522665,6403.60546875,80.0
1784311584.4049587,6403.60546875,80.0
1784311584.6669152,6403.60546875,97.0
1784311584.9286294,6403.60546875,97.0
1784311585.1831734,6403.60546875,79.0
1784311585.4389057,6403.60546875,79.0
1784311585.6929994,6403.60546875,96.0
1784311585.9438605,6403.60546875,97.0
1784311586.196243,6403.60546875,97.0
1784311586.4485478,6403.41796875,95.0
1784311586.6987848,6403.66796875,95.0
1784311586.954113,6403.66796875,95.0
1784311587.2145627,6403.66796875,95.0
1784311587.4689338,6403.66796875,94.0
1784311587.7283914,6403.66796875,94.0
1784311587.9860823,6403.66796875,95.0
1784311588.2463233,6403.66796875,95.0
1784311588.4969301,6403.66796875,96.0
1784311588.7485723,6403.66796875,96.0
1784311589.0082445,6403.66796875,96.0
1784311589.2582643,6403.66796875,96.0
1784311589.51724,6403.66796875,96.0
1784311589.7742293,6403.35546875,96.0
1784311590.0384867,6403.35546875,97.0
1784311590.2950666,6403.35546875,97.0
1784311590.5573883,6403.35546875,96.0
1784311590.8186722,6403.60546875,96.0
1784311591.0807996,6403.35546875,97.0
1784311591.3358455,6403.35546875,97.0
1784311591.5993278,6403.35546875,95.0
1784311591.8543918,6403.29296875,95.0
1784311592.1170974,6403.16796875,67.0
1784311592.3788607,6403.16796875,67.0
1784311592.6292512,6403.16796875,96.0
1784311592.8868809,6403.41796875,96.0
1784311593.150096,6403.41796875,96.0
1784311593.4052138,6403.41796875,96.0
1784311593.667742,6403.41796875,94.0
1784311593.9184566,6403.41796875,94.0
1784311594.172441,6403.41796875,96.0
1784311594.4306152,6403.41796875,96.0
1784311594.6921139,6403.41796875,96.0
1784311594.9488544,6403.41796875,87.0
1784311595.2070084,6403.41796875,87.0
1784311595.4697373,6403.41796875,91.0
1784311595.729589,6403.23046875,91.0
1784311595.9866114,6403.23046875,95.0
1784311596.238372,6403.23046875,95.0
1784311596.4999883,6403.23046875,95.0
1784311596.759536,6403.23046875,95.0
1784311597.0187297,6403.23046875,94.0
1784311597.273923,6403.23046875,94.0
1784311597.5332527,6403.23046875,97.0
1784311597.7893205,6403.10546875,97.0
1784311598.0525558,6403.10546875,95.0
1784311598.3171387,6403.10546875,95.0
1784311598.5722136,6403.10546875,96.0
1784311598.8262684,6403.10546875,96.0
1784311599.0768492,6403.10546875,94.0
1784311599.3359146,6403.10546875,94.0
1784311599.592836,6402.85546875,95.0
1784311599.848245,6402.85546875,95.0
1784311600.11018,6402.85546875,95.0
1784311600.364861,6402.85546875,95.0
1784311600.6254337,6403.79296875,96.0
1784311600.8806798,6403.79296875,96.0
1784311601.146248,6403.79296875,96.0
1784311601.4019523,6403.79296875,96.0
1784311601.656966,6403.79296875,96.0
1784311601.9155302,6404.04296875,96.0
1784311602.1747496,6404.04296875,75.0
1784311602.4308662,6404.04296875,75.0
1784311602.6930418,6404.04296875,78.0
1784311602.9540212,6404.04296875,72.0
1784311603.2088475,6404.04296875,72.0
1784311603.4717598,6404.04296875,95.0
1784311603.736533,6404.04296875,95.0
1784311603.9932027,6404.04296875,95.0
1784311604.245168,6404.04296875,95.0
1784311604.5068874,6404.04296875,95.0
1784311604.758379,6404.04296875,95.0
1784311605.0131109,6404.04296875,93.0
1784311605.2705894,6404.23046875,93.0
1784311605.529113,6404.23046875,96.0
1784311605.785706,6403.85546875,96.0
1784311606.0388553,6403.85546875,95.0
1784311606.2967486,6403.85546875,95.0
1784311606.554881,6403.85546875,96.0
1784311606.8140259,6403.85546875,96.0
1784311607.072784,6403.60546875,82.0
1784311607.3228626,6403.60546875,82.0
1784311607.58337,6403.60546875,95.0
1784311607.8446622,6403.60546875,95.0
1784311608.097307,6403.60546875,95.0
1784311608.3601542,6403.60546875,95.0
1784311608.6220975,6403.48046875,93.0
1784311608.872236,6403.73046875,93.0
1784311609.1239073,6403.85546875,75.0
1784311609.3802407,6403.85546875,75.0
1784311609.635983,6403.85546875,95.0
1784311609.8901317,6403.85546875,95.0
1784311610.1510365,6403.85546875,94.0
1784311610.401102,6403.85546875,94.0
1784311610.6561453,6404.41796875,95.0
1784311610.9172723,6404.41796875,95.0
1784311611.1718497,6404.41796875,95.0
1784311611.4229345,6404.41796875,95.0
1784311611.6819153,6404.10546875,97.0
1784311611.9352522,6404.10546875,97.0
1784311612.1883569,6404.10546875,96.0
1784311612.4427748,6404.10546875,96.0
1784311612.697684,6403.60546875,93.0
1784311612.9522738,6403.60546875,75.0
1784311613.213222,6403.73046875,75.0
1784311613.4743133,6403.73046875,94.0
1784311613.7388678,6403.73046875,94.0
1784311614.0009327,6403.73046875,94.0
1784311614.2630973,6403.73046875,94.0
1784311614.52872,6403.73046875,95.0
1784311614.7857802,6403.73046875,95.0
1784311615.0360081,6403.73046875,79.0
1784311615.2899048,6403.73046875,79.0
1784311615.5414195,6403.29296875,95.0
1784311615.799192,6404.10546875,95.0
1784311616.0527077,6404.10546875,72.0
1784311616.3061125,6404.10546875,72.0
1784311616.5640512,6404.10546875,94.0
1784311616.8164299,6403.41796875,94.0
1784311617.0727162,6403.60546875,66.0
1784311617.33728,6403.85546875,66.0
1784311617.5952542,6403.85546875,85.0
1784311617.8472514,6403.85546875,85.0
1784311618.0984108,6403.85546875,88.0
1784311618.3491185,6403.85546875,88.0
1784311618.60704,6403.85546875,94.0
1784311618.8716254,6403.85546875,94.0
1784311619.128181,6403.85546875,94.0
1784311619.3900917,6403.85546875,94.0
1784311619.6498039,6403.85546875,95.0
1784311619.9141006,6403.85546875,95.0
1784311620.1723404,6403.85546875,93.0
1784311620.4318259,6403.85546875,93.0
1784311620.6923316,6403.98046875,94.0
1784311620.9432483,6403.98046875,94.0
1784311621.2015295,6404.85546875,95.0
1784311621.452715,6404.85546875,96.0
1784311621.706673,6405.35546875,96.0
1784311621.9595282,6405.35546875,94.0
1784311622.2228649,6405.35546875,94.0
1784311622.4769533,6405.35546875,96.0
1784311622.7419238,6405.35546875,96.0
1784311623.0011017,6405.35546875,74.0
1784311623.257714,6404.91796875,74.0
1784311623.5109446,6404.91796875,73.0
1784311623.7632666,6404.04296875,73.0
1784311624.025611,6404.04296875,95.0
1784311624.2766273,6404.04296875,95.0
1784311624.5350676,6403.29296875,93.0
1784311624.794998,6403.29296875,93.0
1784311625.0543187,6403.66796875,96.0
1784311625.3148406,6403.91796875,96.0
1784311625.5698931,6403.91796875,94.0
1784311625.8306503,6403.91796875,94.0
1784311626.0897624,6403.91796875,94.0
1784311626.3538742,6403.91796875,94.0
1784311626.6124208,6403.91796875,96.0
1784311626.8657897,6403.91796875,96.0
1784311627.1294816,6403.91796875,94.0
1784311627.3833008,6403.91796875,94.0
1784311627.6353936,6403.91796875,97.0
1784311627.8903565,6403.91796875,97.0
1784311628.153367,6403.91796875,73.0
